invokerItems,invokerSideHero1,invokerSideHero1Steam,invokerSideHero2,invokerSideHero2Steam,invokerSideHero3,invokerSideHero3Steam,invokerSideHero4,invokerSideHero4Steam,invokerSideRadiant,matchId,otherSideHero1,otherSideHero1Steam,otherSideHero2,otherSideHero2Steam,otherSideHero3,otherSideHero3Steam,otherSideHero4,otherSideHero4Steam,otherSideHero5,otherSideHero5Steam
"[20, 15, 76, 16, 39, 20, 34, 36, 29, 38, 25, 64, 65, 46, 60, 23, 21, 22, 46, 108, 46, 47, 48, 1, 38, 21, 17, 161, 162, 32, 210, 23, 57, 244, 99, 100, 118, 9, 58, 119, 188, 21, 8, 115, 116]",16,137976853,7,313847989,26,97619206,41,283620976,True,3300383094,110,156521215,18,392657356,20,302039758,40,81047396,15,101169875
"[20, 15, 76, 16, 237, 39, 29, 38, 20, 15, 76, 77, 38, 265, 46, 25, 46, 46, 64, 65, 60, 23, 46, 21, 22, 108, 46, 38, 47, 48, 38, 188, 1, 24, 122, 56, 57, 69, 123, 61, 59, 60, 129, 58, 58, 235]",8,399976850,13,111458885,64,81527033,62,190766702,True,3292862842,39,64126565,10,102931469,88,149889029,28,162182870,55,100258050
"[20, 15, 76, 16, 39, 44, 39, 20, 15, 76, 77, 38, 29, 25, 38, 64, 38, 65, 60, 23, 38, 21, 22, 46, 108, 46, 46, 46, 47, 48, 1, 9, 122, 56, 57, 69, 24, 123]",14,112405586,86,135511468,18,144260572,97,117833222,True,3303397782,101,135205750,93,86798713,71,110302184,88,93090322,34,126924150
"[20, 15, 76, 16, 29, 20, 34, 38, 36, 25, 38, 265, 38, 64, 65, 46, 60, 23, 46, 21, 38, 22, 108, 47, 48, 257, 38, 1, 56, 57, 69, 122, 24, 123]",16,86817995,114,81371770,64,146268338,71,135998455,True,3324729760,50,100217790,51,31290763,86,360659667,76,111191605,4,57356802
"[20, 15, 76, 16, 237, 39, 20, 16, 34, 36, 29, 39, 38, 265, 46, 25, 64, 38, 65, 38, 60, 23, 38, 21, 22, 46, 38, 108, 46, 23, 56, 101, 102, 257, 46, 47, 48, 56, 57, 69, 122, 24, 123, 9, 58, 118, 119, 58, 61, 59, 60, 129, 235]",36,185202677,45,106497354,79,132853906,16,252930452,True,3311778213,65,95741313,90,73562326,54,118097484,51,97975407,7,88271237
"[20, 15, 76, 16, 237, 39, 38, 44, 29, 265, 38, 38, 34, 20, 16, 36, 20, 15, 76, 77, 46, 38, 25, 64, 38, 65, 60, 23, 38, 38, 22, 21, 108, 46, 47, 48, 9, 58, 118, 119]",7,95145869,107,128660724,21,134566957,36,108452107,True,3304135086,55,61130075,71,95741313,81,84105632,11,92706637,52,182666
"[20, 15, 76, 16, 237, 20, 15, 76, 77, 29, 25, 64, 38, 38, 65, 23, 46, 46, 21, 22, 60, 108, 57, 46, 23, 244, 99, 46, 100, 47, 38, 48, 1, 61, 59, 58, 60, 129, 235, 42]",87,169145742,13,179795875,60,149008268,41,401812791,False,3314940374,23,143818580,109,265429044,14,118253846,106,193814063,80,42028522
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 46, 29, 25, 64, 38, 65, 60, 23, 39, 21, 22, 108, 38, 46, 46, 47, 48, 1, 24, 56, 57, 69, 122, 9, 118, 123, 43, 58, 119]",88,200769137,5,236908254,75,232790437,1,105613748,True,3319019993,35,242142445,86,87060929,8,93762778,97,230982013,84,123106671
"[20, 15, 76, 16, 237, 39, 29, 265, 38, 34, 20, 16, 36, 38, 25, 46, 64, 38, 65, 23, 21, 22, 60, 108, 47, 48, 1, 24, 56, 57, 69, 122, 123, 60, 257, 58, 61, 59, 129, 235]",62,30133815,87,225521117,42,154849460,99,70670556,True,3309861386,18,113845320,93,1576542,100,20356581,38,93545740,71,104478368
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 46, 29, 20, 16, 34, 36, 46, 25, 64, 65, 23, 46, 60, 21, 22, 108, 46, 47, 48, 23, 244, 99, 57, 100, 24, 122, 56, 57, 69, 123, 1, 58, 61, 59, 60, 60, 129, 235, 47, 220]",90,209933837,44,386808250,86,151771762,97,396477300,False,3309402638,96,130170977,30,94870691,37,91927866,1,83682187,47,135749842
"[20, 15, 76, 16, 237, 39, 20, 15, 76, 77, 38, 29, 265, 25, 46, 38, 64, 65, 46, 60, 23, 21, 46, 22, 108, 46, 47, 48, 23, 57, 244, 99, 100, 1, 61, 59, 60, 129, 58, 235, 55, 247]",84,122444927,21,165695063,8,176680070,51,111071387,False,3293379090,53,63356630,50,12692813,34,315716833,31,183593289,48,101456737
"[20, 15, 76, 16, 237, 39, 46, 46, 29, 25, 46, 64, 38, 65, 23, 46, 21, 38, 22, 60, 108, 46, 47, 48, 21, 8, 115, 116, 38, 1, 30, 58, 61, 59, 60, 129, 235]",109,28302100,108,188734486,14,120991780,86,202947703,True,3304430106,34,297650046,88,303165929,8,151394260,30,86769672,13,126323933
"[20, 15, 76, 16, 237, 16, 16, 39, 20, 34, 36, 265, 46, 29, 46, 25, 46, 46, 64, 46, 38, 65, 60, 21, 23, 22, 108, 23, 244, 57, 99, 100, 47, 48, 24, 122, 56, 57, 69, 123, 21, 8, 115, 116]",5,352585792,88,141162274,8,401812791,51,213268126,False,3291011617,39,364778005,26,392324401,28,207678285,108,138348855,44,111555756
"[20, 15, 76, 16, 39, 20, 15, 15, 76, 77, 44, 38, 29, 38, 46, 42, 43, 218, 46, 25, 43, 38, 64, 65, 20, 16, 34, 46, 36, 38, 46, 23, 21, 22, 38, 60, 108, 46, 46, 257, 257, 47, 23, 57, 244, 99, 48, 57, 100, 23, 56, 101, 102]",70,109783988,97,126884698,41,112405586,31,123773585,False,3311237666,57,361051773,56,365299295,86,87488441,60,257487788,36,199392783
"[20, 15, 76, 16, 237, 39, 20, 15, 76, 77, 38, 29, 265, 38, 25, 38, 265, 46, 46, 64, 65, 46, 60, 23, 21, 46, 22, 108, 46, 47, 48, 1, 38, 24, 122, 56, 57, 69, 123, 58, 61, 59, 60, 129, 235, 56, 57, 69, 109, 110]",9,23434209,107,77198610,40,135951925,104,56478383,False,3303979567,16,45353197,81,58696871,30,35947382,52,163705,76,14821420
"[20, 15, 76, 16, 237, 39, 46, 29, 265, 25, 46, 64, 65, 46, 46, 46, 60, 21, 46, 23, 22, 46, 108, 47, 48, 1]",15,41336506,14,91159880,104,141821056,5,96133582,False,3296107191,31,195847296,83,12391689,12,77202346,29,259975304,93,106028932
"[20, 15, 76, 44, 39, 16, 237, 29, 46, 42, 20, 16, 16, 34, 36, 46, 46, 265, 25, 38, 38, 64, 46, 65, 46, 60, 23, 46, 46, 46, 21, 46, 22, 108, 46, 47, 48, 1, 56, 57, 69, 122, 24, 123]",93,104070670,111,104334048,71,183785973,88,397813385,False,3314809530,86,123583095,19,61098207,1,53178236,65,52309044,14,189591987
"[20, 15, 76, 16, 39, 46, 29, 265, 46, 25, 38, 46, 46, 64, 46, 65, 43, 46, 23, 21, 46, 46, 60, 22, 108, 46, 23, 56, 101, 46, 102, 21, 46, 8, 115, 46]",42,63007252,27,215352367,39,178128673,108,127127565,True,3301366460,71,113521037,87,236226014,51,41336506,11,163458082,15,105120811
"[20, 15, 76, 16, 39, 29, 39, 16, 34, 38, 46, 20, 16, 36, 265, 46, 25, 46, 46, 38, 64, 38, 65, 46, 47, 48, 38, 60, 21, 23, 22, 108, 1, 38, 21, 8, 115, 116, 58, 57, 24, 96]",67,312323832,31,175572888,32,328082247,86,103651950,True,3305388743,7,43619695,62,174594851,1,106809101,13,114557724,87,173632890
"[15, 20, 76, 20, 77, 76, 237, 237, 2, 2, 29, 50, 20, 46, 265, 12, 91, 92, 28, 28, 46, 19, 10, 46, 67, 46, 46, 10, 19, 67, 97, 98, 25, 46, 64, 65, 46, 46, 60, 23, 21, 22, 46, 108, 46, 46, 24, 56, 57, 69, 122, 123, 46, 43, 57, 58, 24, 96]",18,349909026,102,54606702,14,162996115,20,94038340,True,3305175756,56,206521275,83,44569307,71,199726774,7,145117761,42,218529479
"[20, 15, 76, 16, 237, 20, 16, 34, 38, 39, 16, 39, 36, 20, 46, 15, 76, 77, 29, 25, 46, 46, 64, 38, 65, 60, 46, 23, 21, 22, 46, 216, 108, 23, 57, 244, 99, 46, 100, 47, 48, 42, 21, 21, 8, 115, 116, 118, 9, 58, 119, 58, 61, 59, 60, 129, 235]",101,314584168,10,2584202,4,222680858,71,131638997,False,3321543401,58,316894986,39,91460843,12,103651950,83,86047456,5,89550641
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 38, 29, 38, 265, 25, 38, 38, 64, 38, 65, 46, 60, 46, 23, 46, 46, 21, 22, 46, 108, 47, 48, 1, 118, 9, 58, 58, 119, 58, 61, 59, 60, 129, 235, 21, 8, 115, 116]",68,119527168,10,95430068,65,147858311,14,333765799,True,3303987945,83,140288368,7,170711479,54,164842410,91,92028391,47,124553723
"[20, 15, 76, 16, 237, 39, 29, 20, 15, 76, 77, 25, 265, 46, 64, 38, 65, 46, 60, 46, 46, 21, 46, 23, 22, 108, 46, 46, 24, 46, 56, 57, 122, 69, 123, 1, 47, 48, 21, 8, 115, 116]",54,369385515,101,79105386,37,108141300,55,270293472,True,3324943094,81,36105195,87,1607376,23,122567854,61,107972172,7,59864074
"[20, 15, 76, 16, 39, 29, 20, 15, 76, 77, 25, 46, 64, 65, 46, 23, 21, 46, 46, 22, 60, 108, 46, 38, 47, 48, 38, 57, 56, 69, 122, 24, 123, 9, 118, 1, 118, 58, 119, 58, 61, 59, 60, 129, 235]",89,406711102,41,59529182,13,197101680,14,64602220,True,3325098756,63,93115341,10,399689623,27,133818344,23,81945628,114,160742026
"[20, 15, 76, 237, 16, 39, 29, 12, 28, 88, 64, 25, 65, 38, 23, 57, 244, 99, 100, 46, 46, 60, 23, 21, 22, 108, 47, 48, 61, 59, 60, 129, 58, 235, 56, 57, 69]",84,114515101,71,249147127,104,106278629,95,104674968,True,3317947155,5,41181338,16,102573680,93,102600009,46,137545857,40,55472943
"[20, 15, 76, 16, 39, 46, 29, 265, 38, 25, 46, 64, 65, 46, 57, 244, 46, 23, 46, 99, 100, 46, 265, 60, 23, 21, 22, 38, 108, 47, 48, 21, 8, 115, 115, 116, 59, 61, 60, 129, 58, 235, 118, 9, 58, 119]",70,141931685,7,255985247,14,169332992,40,118625894,False,3306257177,51,157343241,39,133911714,16,70670556,86,26965808,93,198102111
"[20, 15, 76, 16, 237, 39, 46, 20, 15, 76, 77, 38, 29, 46, 25, 38, 46, 64, 65, 46, 38, 38, 46, 60, 21, 23, 22, 38, 108, 47, 38, 48, 38, 1, 38, 21, 8, 115, 116, 46, 9, 118, 58, 119, 58, 61, 59, 60, 129, 235]",102,96518454,88,101654158,41,5068429,40,104810920,False,3303848738,6,60335523,7,191621876,92,86317757,20,136742950,86,71428817
"[20, 15, 76, 237, 16, 39, 39, 20, 15, 76, 77, 25, 39, 64, 46, 65, 29, 38, 60, 23, 21, 22, 38, 108, 47, 48, 56, 57, 69, 24, 122, 123, 1, 60]",3,89428883,65,161356926,51,197203428,9,75824033,True,3307715364,95,109650474,60,366668210,34,288364110,88,102186517,20,64253141
"[20, 15, 76, 16, 237, 16, 237, 39, 46, 20, 29, 244, 64, 25, 65, 23, 57, 46, 99, 46, 100, 8, 240, 168]",7,98852834,15,182733128,111,175752790,72,112435567,False,3309468461,93,121312218,86,150568061,38,250927197,16,135008054,114,371156151
"[20, 15, 76, 16, 39, 29, 25, 38, 46, 42, 46, 64, 65, 20, 34, 36, 46, 46, 38, 60, 23, 21, 22, 46, 108, 1, 47, 48, 24, 56, 57, 69, 122, 123, 9, 118, 58, 119, 58, 61, 59, 60, 129, 235]",33,78937420,100,91852305,36,152960698,75,116140235,False,3320322865,61,311236557,3,400039961,46,181532808,4,124604563,52,86953944
"[20, 15, 76, 16, 44, 28, 29, 20, 34, 44, 36, 46, 12, 88, 25, 46, 64, 38, 65, 46, 60, 23, 21, 22, 108, 46, 47, 48, 1]",46,86750262,86,86785083,14,377526417,85,102564830,True,3297377077,7,115460159,18,113995822,11,89117038,13,129340473,5,106488637
"[20, 15, 76, 237, 16, 29, 46, 25, 46, 64, 38, 65, 20, 16, 34, 36, 46, 23, 23, 60, 46, 21, 22, 108, 46, 47, 48, 23, 56, 101, 101, 102, 56, 57, 69, 24, 122, 123, 61, 59, 60, 129, 58, 235, 21, 8, 115, 116, 56, 57, 109, 69, 110]",53,199778321,8,6773141,112,229797417,87,234228895,False,3295370073,60,133334423,57,124071367,70,215892989,88,199822787,40,57949369
"[44, 20, 15, 76, 237, 16, 39, 28, 29, 46, 12, 46, 28, 88, 46, 25, 64, 65, 60, 46, 23, 21, 22, 108, 46, 23, 57, 99, 46, 46, 244, 100, 47, 48, 1, 58, 61, 59, 60, 129, 235, 56, 57, 122, 69, 24, 123]",51,48438789,75,100371547,56,91484831,7,100258050,False,3323149147,107,106108267,86,118354746,77,40144634,57,136972564,113,108747798
"[20, 15, 76, 237, 38, 16, 44, 29, 20, 15, 76, 38, 77, 46, 64, 25, 65, 38, 47, 48, 20, 34, 36, 60, 23, 21, 22, 108]",14,244103705,16,114576813,4,384109165,104,350936071,True,3307584374,81,404023707,100,126469785,5,92048324,38,44709495,46,115001752
"[20, 16, 16, 20, 44, 16, 16, 44, 16, 34, 36, 46, 29, 46, 46, 265, 25, 46, 46, 257, 46, 64, 65, 20, 13, 72, 73, 13, 72, 20, 73, 23, 205, 206, 46, 60, 23, 21, 22, 108, 46, 46, 1, 21, 8, 46, 115, 116, 46, 47, 48]",86,355742132,16,208639629,14,250503037,15,214173170,True,3300694908,39,405693932,13,44197908,7,134644936,64,115032022,48,33816792
"[11, 12, 238, 11, 12, 238, 11, 12, 239, 238, 11, 12, 238, 11, 12, 239, 238, 20, 15, 76, 16, 20, 15, 77, 76, 16, 16, 16, 39, 20, 15, 76, 77, 38, 29, 38, 38, 265, 25, 38, 64, 46, 65, 46, 46, 46, 60, 23, 21, 22, 108, 38, 46, 42, 47, 48, 1, 30, 3, 4, 19, 127, 56, 57, 122, 69, 24, 123]",53,373503866,87,187986062,102,101554137,86,222700847,True,3317783453,9,67798778,48,86655777,71,90323998,5,98867341,7,118443842
"[20, 15, 76, 16, 39, 20, 16, 34, 34, 38, 29, 265, 36, 25, 38, 64, 38, 65, 265, 46, 38, 23, 38, 101, 46, 56, 102, 244, 23, 57, 99, 100, 60, 23, 21, 46, 22, 108, 46, 46, 38, 47, 48, 38, 56, 57, 122, 69, 24, 123, 58, 61, 59, 60, 129, 235, 57]",3,122798594,15,105120811,4,135411874,23,124222350,False,3301440452,51,129582762,1,82224677,57,123172078,90,90523273,76,117669642
"[20, 15, 76, 16, 39, 20, 34, 36, 46, 46, 29, 25, 46, 64, 65, 46, 244, 60, 46, 46, 23, 21, 22, 46, 108, 23, 57, 46, 99, 46, 100, 46, 1, 47, 48]",86,97931646,7,205900488,41,369118218,71,342470342,True,3299187656,39,53185845,51,78612404,13,51510,54,51843789,3,270293472
"[20, 15, 76, 16, 20, 15, 46, 76, 265, 77, 29, 20, 34, 38, 36, 25, 46, 64, 65, 60, 23, 21, 22, 46, 22, 108, 23, 56, 101, 102, 47, 48, 118, 9, 58, 119, 61, 59, 60, 129, 58, 235, 21, 8, 115, 116]",90,267539656,23,200180012,99,249043309,41,106474548,True,3305700344,101,190552709,40,115201314,70,144465740,32,125802694,25,175138893
"[20, 15, 76, 16, 237, 39, 20, 15, 76, 77, 29, 38, 25, 46, 265, 64, 65, 39, 38, 46, 60, 46, 23, 21, 22, 108, 46, 57, 56, 46, 69, 24, 46, 122, 123, 47, 48, 57, 58, 24, 96, 59, 61, 60, 129, 58, 235, 56, 57, 69, 57, 109, 69, 110]",84,68067528,44,46406138,29,77333835,40,184652576,True,3311549456,11,230113999,23,12091425,41,89912223,83,36359450,51,25176850
"[20, 15, 76, 16, 39, 34, 29, 20, 38, 36, 25, 38, 64, 65, 46, 38, 60, 23, 21, 38, 22, 108, 47, 48, 1, 57, 56, 69, 122, 24, 123, 61, 59, 60, 129, 58, 235, 57, 58, 24, 96]",86,2979820,51,110155287,96,152421803,12,365945840,True,3292396573,95,41336506,100,114490428,97,116090695,16,49274352,3,31447369
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 29, 38, 25, 38, 265, 64, 65, 46, 38, 46]",64,113272381,51,40209325,104,236108711,54,100483784,False,3315473440,100,56351509,26,83867257,1,96169991,46,128771383,7,108408990
"[20, 15, 76, 237, 16, 39, 46, 29, 46, 46, 16, 237, 20, 46, 15, 76, 16, 20, 77, 34, 46, 34, 36, 25, 46, 46, 64, 46, 65, 21, 60, 38, 23, 22, 108, 47, 48]",86,185291766,16,72540397,36,119293595,6,114159189,True,3306036275,57,189674162,87,171966398,59,150674829,4,155257434,104,167440235
"[20, 15, 76, 16, 237, 39, 38, 29, 34, 265, 25, 20, 16, 16, 46, 36, 46, 64, 65, 46, 60, 23, 21, 22, 108, 47, 48, 1, 21, 8, 115, 116, 60, 61, 58, 59, 129, 235]",27,106567253,18,182016245,107,198870821,51,382342502,False,3302906934,64,109506675,95,110291438,17,95868635,14,126581455,88,277925878
"[20, 15, 76, 237, 16, 39, 46, 29, 39, 25, 265, 34, 46, 38, 64, 65, 21, 46, 46, 60, 23, 22, 38, 265, 108, 47, 48, 1, 23, 57, 244, 99, 100, 24, 56, 57, 122, 69, 123, 58, 61, 59, 60, 129, 235, 56, 57, 69, 109, 110]",31,62091887,99,130066925,50,8817047,41,59020696,False,3314760774,108,50469826,18,48408290,30,37813588,39,210574362,107,32340750
"[20, 15, 76, 16, 39, 12, 28, 88, 29, 39, 25, 43, 218, 38, 46, 43, 64, 38, 65, 60, 23, 21, 46, 21, 22, 38, 46, 108, 47, 48, 38, 1, 38, 24, 56, 57, 122, 69, 123, 21, 8, 115, 116, 30, 257, 118, 9, 58, 119, 30]",7,137023448,14,140960197,48,192874445,5,307333119,True,3324091485,16,418052689,54,101708305,46,205600045,88,103683478,64,152458980
"[20, 15, 76, 16, 237, 39, 29, 25, 34, 38, 34, 16, 38, 25, 36, 38, 64, 38, 65, 46, 38, 60, 23, 38, 21, 22, 38, 108, 46, 38, 47, 38, 48, 1, 24, 56, 57, 69, 122, 123, 9, 58, 118, 119, 58, 61, 59, 60, 129, 235, 57, 56, 57, 109, 69, 110, 47, 220]",62,75521360,95,74422403,78,93413185,75,99608373,True,3309550729,57,35064364,15,40971196,46,19976192,26,399636260,7,32149603
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 20, 34, 46, 36, 39, 46, 265, 29, 25, 64, 65, 60, 23, 21, 46, 22, 46, 108, 47, 48, 1, 56, 57, 69, 122, 24, 123, 58, 61, 59, 60, 129, 235, 58, 24, 57, 96]",99,166213646,26,170569287,32,113023240,93,217822879,True,3311500432,6,120212136,64,201658959,13,92071256,86,143535356,41,358328258
"[20, 15, 76, 16, 39, 20, 34, 34, 36, 38, 29, 265, 46, 25, 64, 65, 60, 23, 21, 22, 38, 47, 48, 108, 23, 57, 244, 99, 100, 24, 56, 57, 69, 122, 1, 122, 24, 123]",5,123384616,98,121385328,18,198413889,51,293904640,True,3296992412,82,189001605,54,195210298,16,351659733,75,121684777,83,137669184
"[20, 15, 76, 237, 16, 20, 16, 34, 16, 46, 36, 237, 20, 15, 76, 77, 25, 29, 46, 265, 43, 46, 46, 64, 65, 60, 23, 21, 22, 46, 108, 46, 23, 56, 101, 101, 38, 102, 46, 122, 56, 57, 69, 24, 123, 47, 48, 1]",101,102383980,88,135238381,41,100976867,60,116837889,False,3303423148,97,183641615,62,144997196,110,115928387,22,86733921,81,152489178
"[20, 15, 76, 237, 16, 39, 29, 34, 25, 20, 16, 16, 36, 64, 265, 46, 65, 38, 46, 60, 23, 21, 22, 108, 46, 46, 47, 48, 21, 257, 8, 115, 115, 116, 61, 59, 60, 129, 58, 235, 56, 57, 122, 69, 24, 123, 118, 38, 9, 58, 119, 55, 247]",8,142059850,86,152552860,65,215457595,22,201640489,True,3311287484,17,80922461,33,78843831,1,112162809,14,21469439,40,106869311
"[20, 14, 74, 237, 16, 39, 28, 12, 88, 212, 29, 25, 64, 65, 46, 60, 23, 46, 21, 46, 22, 108, 23, 56, 101, 47, 102, 48, 61, 59, 60, 129, 58, 235, 42, 42, 21, 8, 115, 116]",26,116210884,81,55205692,25,163948617,67,153630356,True,3291094213,45,165898172,31,150038949,76,98625055,93,112711424,41,122189204
"[20, 15, 76, 16, 39, 34, 20, 20, 36, 15, 38, 76, 77, 29, 38, 25, 64, 65, 60, 23, 21, 22, 108, 46, 23, 57, 244, 99, 100, 46, 46, 47, 48, 1, 21, 8, 115, 116]",59,103716060,33,93264738,50,167715426,4,123251633,True,3323337929,6,352295405,57,194126871,87,124561506,88,222298150,99,111187038
"[20, 15, 76, 16, 44, 39, 20, 15, 76, 77, 38, 29, 38, 265, 20, 16, 34, 34, 38, 36, 46, 39, 25, 38, 38, 46, 64, 46, 65, 23, 21, 22, 46, 60, 108, 47, 48, 24, 122, 56, 57, 69, 123]",87,116386493,69,28850313,101,92400172,48,131846355,False,3304152281,7,93409085,47,134506584,14,93705567,1,259975304,20,114214738
"[20, 15, 76, 16, 20, 34, 36, 29, 44, 25, 46, 64, 65, 46, 46, 47, 38, 48, 38, 23, 21, 22, 60, 108, 1, 61, 59, 60, 129, 58, 235]",107,91400053,104,316187294,5,143367681,41,93704137,True,3307977950,77,125758635,37,32627369,114,210907149,57,270293472,22,86831788
"[20, 15, 76, 237, 16, 20, 15, 77, 76, 237, 16, 39, 46, 34, 16, 20, 15, 38, 36, 76, 46, 77, 46, 25, 64, 65, 46, 29, 46, 46, 60, 21, 46, 23, 22, 108, 47, 48]",29,136447111,16,109255121,27,106810416,77,62451642,True,3321273586,60,86774869,1,5150808,101,383626869,11,93300465,71,404579778
"[29, 16, 237, 237, 237, 20, 34, 36, 25, 46, 46, 64, 65, 60, 23, 46, 21, 22, 108, 56, 57, 69, 24, 122, 123, 61, 59, 60, 180, 129, 58, 235, 46, 47, 48, 9, 58, 118, 119, 109, 56, 57, 69, 56, 57, 69, 110]",107,120459365,5,212740301,104,107714156,93,120064052,False,3303464192,14,113802215,105,97714541,8,118294761,79,125251959,15,327888906
"[20, 15, 76, 16, 28, 12, 88, 46, 29, 46, 46, 25, 46, 64, 65, 23, 38, 21, 22, 60, 108, 46, 57, 56, 122, 69, 46, 24, 123, 46, 46, 46, 47, 48, 61, 59, 60, 129, 58, 235]",59,86741304,5,234255174,111,132326815,7,197702905,True,3306495253,86,102080994,104,92164306,34,369996490,41,188532839,87,233794638
"[20, 15, 76, 16, 34, 39, 12, 28, 88, 29, 25, 20, 36, 46, 64, 38, 65, 38, 23, 21, 22, 60, 108, 46, 46, 21, 8, 115, 116, 47, 48, 1]",27,116027855,18,99983413,45,196815722,71,134995102,False,3324951865,44,101631701,7,104963314,101,79049990,81,103156230,5,127658687
"[12, 28, 16, 237, 39, 20, 29, 15, 76, 38, 77, 25, 38, 46, 64, 38, 65, 13, 20, 72, 73, 46, 28, 184, 244, 38, 185, 60, 46, 23, 21, 22, 38, 108, 47, 48, 1, 9, 58, 118, 119, 38, 58, 61, 59, 60, 129, 235]",8,131924825,64,124421950,2,367043610,112,86345909,True,3320159563,99,33391613,44,55274709,27,2576614,59,102350710,9,296092184
"[20, 15, 76, 16, 39, 20, 15, 76, 77, 29, 38, 25, 265, 265, 64, 38, 46, 46, 65, 46, 23, 56, 101, 102, 46, 60, 23, 21, 22, 46, 108, 38, 46, 46, 47, 48, 24, 56, 57, 69, 122, 38, 123, 1, 58, 61, 59, 60, 129, 235, 21, 18, 262, 236, 263]",75,101989380,88,101917948,7,98064021,95,109206673,True,3314105690,27,156179541,25,257506379,51,100781036,18,168340162,108,86762037
"[20, 15, 76, 16, 34, 39, 20, 15, 76, 77, 28, 12, 88, 29, 20, 38, 36, 20, 15, 76, 77, 265, 25, 38, 64, 65, 46, 60, 23, 21, 22, 108, 46, 47, 48, 24, 56, 57, 69, 122, 123, 61, 59, 60, 129, 58, 235]",8,331999484,23,240516719,75,94374420,88,103126502,True,3297860986,61,39256913,25,156328257,5,347522369,42,86759987,100,86762037
"[20, 15, 76, 16, 46, 39, 20, 46, 34, 36, 46, 29, 25, 46, 46, 64, 65, 46, 244, 46, 60, 23, 21, 22, 108]",87,38869621,83,81136956,41,326327879,54,122071928,False,3295436171,97,137545857,8,172099728,98,105556969,75,118625894,28,196879301
"[20, 15, 76, 16, 20, 15, 76, 16, 20, 15, 77, 76, 16, 16, 39, 29, 38, 39, 25, 265, 64, 38, 65, 38, 23, 60, 23, 38, 21, 38, 22, 108, 46, 46, 47, 48, 1, 46, 23, 56, 56, 101, 102, 21, 46, 8, 115, 116]",53,183761874,95,104674968,27,55654130,7,132486134,False,3289849249,14,6484708,5,215512753,51,89843503,9,195847296,93,113096567
"[20, 15, 76, 39, 76, 20, 77, 46, 29, 38, 265, 38, 25, 38, 38, 64, 65, 59, 180, 60, 23, 21, 46, 22, 108, 47, 48, 61, 60, 129, 58, 235, 56, 57, 69, 122, 24, 123, 8, 115, 21, 116, 56, 57, 69, 56, 57, 109, 69]",28,198873981,32,52623620,40,211851773,114,102566700,False,3324665249,26,80758364,15,113810819,69,35950371,67,6773141,7,94808131
"[20, 15, 76, 16, 39, 46, 46, 20, 46, 43, 39, 15, 76, 77, 46, 29, 25, 265, 46, 64, 65, 28, 20, 13, 72, 73, 244, 184, 185, 46, 46, 46, 46, 60, 23, 46, 21, 22, 108, 47, 48, 56, 57, 69]",6,294225319,26,40818408,14,306878588,41,70372925,False,3304775098,90,224455934,13,119137163,1,100634096,9,410893287,16,65976924
"[20, 15, 76, 16, 237, 64, 25, 65, 265, 46, 29, 46, 23, 21, 22, 60, 108, 23, 57, 244, 99, 100, 47, 48, 1, 61, 59, 60, 129, 58, 235, 56, 57, 69, 122, 24, 123, 55, 247]",68,93838510,45,115376798,51,104660689,54,98129651,False,3301752274,97,30584865,14,242963,95,149925934,87,182814044,88,166429503
"[20, 15, 76, 16, 44, 20, 15, 76, 77, 38, 20, 34, 44, 36, 29, 25, 46, 64, 65, 60, 46, 23, 21, 46, 22, 108, 46, 47, 48, 23, 57, 244, 99, 100, 46, 1, 58, 61, 59, 60, 60, 129, 235, 21, 8, 115, 116, 47, 220]",4,221916029,86,316630809,7,217913253,104,351659733,False,3297287657,76,339911561,75,155117144,33,299622760,32,320058821,48,194393992
"[20, 15, 76, 20, 15, 77, 76, 20, 20, 237, 16, 237, 16, 16, 16, 34, 36, 29, 25, 38, 64, 46, 38, 65, 265, 46, 23, 56, 101, 102, 38, 38, 60, 46, 23, 21, 22, 46, 38, 108, 38, 46, 47, 38, 48, 24, 56, 57, 69, 122, 123, 46, 61, 59, 60, 129, 58, 235, 118, 9, 58, 119]",30,198749478,14,282216038,97,284474518,95,162274034,True,3325296105,40,164688867,15,145132260,28,182723819,13,242280717,32,103205819
"[20, 15, 76, 16, 39, 39, 29, 20, 34, 36, 20, 46, 15, 76, 38, 265, 77, 25, 64, 65, 38, 60, 23, 21, 22, 46, 108, 46, 47, 48, 1, 38, 24, 56, 57, 69, 122, 123, 9, 118, 58, 119]",92,186215174,16,368201126,4,104674968,57,147796322,True,3319881212,31,123773585,110,127821857,114,384775375,11,158327479,18,103725181
"[20, 15, 76, 16, 39, 20, 15, 46, 76, 77, 29, 25, 38, 46, 46, 64, 65, 46, 23, 46, 57, 244, 99, 46, 100, 23, 21, 46, 60, 21, 22, 108, 46, 47, 48, 1, 58, 61, 59, 60, 129, 235, 56, 57, 109, 69, 110]",3,192743038,9,111299886,41,170712127,95,168575294,True,3305905715,23,154862262,39,314584168,53,92508984,52,135103495,44,95309898
